time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0146,27.06,35.66,3.13,7.13,2.47,2.45,5.46,4.26,1.07,18.53,154.43,4.85,16.89,149.98,4.82
0.0649,34.89,42.65,9.85,7.62,4.01,2.31,7.76,6.66,2.37,47.69,67.7,4.74,72.47,51.84,4.82
0.0933,51.21,49.43,1.14,11.61,2.54,2.29,9.83,1.06,1.19,45.29,102.55,4.3,60.83,83.63,3.58
0.122,51.51,45.99,2.8,3.56,2.17,1.62,7.66,0.55,1.22,38.23,120.48,4.9,49.79,100.69,5.42
0.1498,33.95,34.43,5.55,5.83,2.44,1.54,5.58,3.18,1.02,19.48,151.61,4.81,18.37,145.61,5.67
0.2,31.39,30.43,5.14,13.13,6.9,4.39,11.06,5.82,5.17,16.07,94.34,10.77,9.75,80.97,9.67
0.2388,52.31,34.52,9.7,8.77,1.84,2.73,10.48,6.42,5.32,33.56,132.8,6.67,38.67,123.05,7.18
0.2619,38.12,32.46,6.07,6.32,2.59,2.19,7.02,3.53,1.82,21.84,148.27,6.84,22.49,143.42,7.57
0.305,43.24,33.64,6.12,14.77,4.72,4.91,15.36,6.52,7.76,34.0,118.19,7.83,40.5,104.06,8.09
0.325,38.77,31.93,6.03,6.38,1.99,1.96,7.7,2.89,1.83,24.39,146.49,8.7,24.67,143.2,9.62
0.3609,43.0,32.51,6.98,15.47,4.02,4.63,16.07,8.53,8.39,33.47,120.78,8.8,34.25,110.78,10.35
0.39,36.27,45.96,7.44,9.58,0.24,2.97,11.96,1.2,3.06,46.18,93.45,3.22,82.78,51.02,2.64
0.4155,54.33,37.41,6.16,7.43,0.93,1.28,12.16,2.0,4.19,30.68,125.94,8.09,42.73,105.82,6.9
0.4499,40.74,30.43,8.11,5.56,0.24,1.37,7.76,1.81,1.8,23.02,147.55,9.64,29.56,138.27,10.48
0.5069,46.23,33.68,11.14,13.39,1.84,4.54,16.28,8.97,7.79,41.32,113.03,11.12,51.67,97.65,12.79
0.5199,37.72,43.16,7.37,9.88,0.78,3.35,13.3,1.35,3.61,38.82,106.45,3.56,71.94,66.44,2.15
0.5522,49.38,34.31,4.43,6.77,1.08,1.58,12.11,0.76,4.45,28.79,129.29,9.06,40.84,108.98,8.31
0.5835,41.61,30.5,8.29,5.8,1.34,1.77,8.04,2.54,2.29,24.86,145.07,10.35,33.28,134.61,11.5
0.6324,49.32,35.23,12.1,11.55,1.31,3.9,16.47,10.09,9.79,39.53,122.29,10.82,47.94,108.26,11.75
0.6497,41.93,31.22,8.05,6.2,1.09,2.2,7.88,2.08,2.99,25.17,144.75,10.61,32.63,134.15,11.22
0.7,53.29,33.03,10.73,10.0,1.06,3.72,14.56,9.19,8.14,31.54,126.91,13.49,45.4,110.42,14.41
0.7142,38.95,43.57,8.62,10.74,0.94,3.03,13.05,0.97,4.04,40.4,100.69,6.07,72.04,60.63,4.8
0.7586,50.59,38.9,7.22,8.15,0.98,2.55,12.69,1.88,4.76,31.28,119.15,10.1,52.85,91.55,8.64
0.7815,41.64,30.39,8.35,5.8,2.21,2.49,8.18,2.93,2.76,25.56,144.29,9.98,31.85,134.69,10.67
0.8411,45.1,35.73,13.87,11.59,2.05,4.29,15.71,11.15,7.45,36.91,116.19,12.6,45.9,102.33,14.57
0.8555,37.99,42.78,8.95,11.58,2.02,2.86,14.24,2.81,2.04,32.84,108.13,5.45,64.4,75.8,5.18
0.8875,45.88,39.97,7.65,7.17,0.86,2.48,12.85,0.47,4.53,27.72,122.9,10.75,47.18,97.0,10.09
0.9185,40.74,30.1,9.59,5.87,2.3,2.39,8.05,3.01,2.91,25.57,144.79,10.58,30.14,136.9,11.43
0.9666,44.25,31.78,14.65,10.74,1.43,4.57,13.78,10.04,8.24,30.75,127.12,13.59,38.02,116.74,15.76
0.9932,37.09,44.82,9.01,13.99,1.31,2.47,15.84,1.83,3.25,35.9,101.67,5.88,70.89,60.62,4.98
