time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.026,23.93,15.46,3.6,11.16,7.21,1.61,7.16,13.0,1.42,7.53,13.3,3.25,8.64,8.48,4.79
0.0584,23.19,15.38,3.87,11.88,7.49,1.75,8.05,13.72,1.37,8.5,14.5,3.39,9.62,9.41,4.42
0.0916,23.21,15.6,2.39,12.03,7.22,2.54,8.08,13.92,1.62,9.18,14.66,3.41,10.53,9.19,4.48
0.1246,23.17,15.39,3.72,11.94,7.31,2.16,8.2,13.76,1.62,9.37,14.38,3.5,10.57,9.07,4.39
0.1587,23.19,15.45,4.03,12.17,7.6,1.96,8.28,13.92,1.89,9.32,14.35,3.6,10.63,8.93,4.45
0.1909,24.29,15.3,3.41,12.57,7.46,3.16,8.49,14.57,2.11,9.59,15.49,3.21,10.82,9.86,4.47
0.2237,24.06,14.95,3.84,12.41,7.69,2.55,8.44,14.47,2.13,9.41,15.4,3.74,10.13,9.34,4.88
0.254,23.28,14.91,3.58,12.24,7.97,2.07,8.81,14.55,2.14,9.81,15.49,4.11,10.39,9.3,5.29
0.2868,23.26,15.55,3.22,12.41,7.75,2.2,8.57,14.12,2.13,9.19,14.75,3.85,9.99,9.05,5.09
0.3238,23.45,15.49,3.6,11.92,7.95,1.82,8.32,14.25,2.41,9.32,15.03,4.09,10.13,9.19,5.42
0.3501,23.77,15.35,4.12,11.37,7.2,1.08,7.66,12.99,2.15,8.51,13.91,4.28,9.49,9.29,5.6
0.3832,23.08,14.33,4.7,10.58,7.44,1.18,7.37,13.14,2.69,8.57,13.97,4.19,9.52,9.44,5.63
0.4238,22.91,12.84,5.69,8.77,6.54,0.65,5.66,11.52,2.32,7.86,12.91,4.37,8.22,9.9,6.54
0.4456,22.86,12.01,8.2,9.15,8.28,0.86,6.5,12.97,3.88,8.84,14.28,5.95,7.5,11.99,8.52
0.4802,21.38,10.76,8.63,11.21,11.52,3.37,8.37,14.9,5.37,9.65,15.92,7.09,8.29,12.98,8.83
0.5311,27.74,8.83,11.99,12.09,1.7,4.26,9.75,1.67,3.18,16.94,4.63,3.84,24.71,5.49,2.19
0.5435,20.3,6.75,6.17,13.81,23.46,12.34,10.86,26.78,13.95,8.04,28.04,19.37,4.51,24.78,17.11
0.5989,19.34,13.24,8.69,4.62,5.81,2.04,4.66,10.18,2.63,6.99,11.61,4.49,13.19,7.79,4.02
0.7297,24.52,37.38,38.21,59.22,50.37,24.28,55.7,48.68,9.82,23.6,7.5,20.18,9.22,12.11,17.0
0.7623,24.25,30.01,34.61,40.13,12.25,18.62,29.47,11.07,15.51,11.77,16.84,15.94,16.02,10.71,9.54
0.7835,27.28,24.18,18.3,40.17,32.24,27.26,32.18,40.4,29.3,7.41,48.15,34.63,7.23,33.29,28.06
0.8237,24.86,24.19,13.62,44.04,43.59,25.04,36.99,44.02,29.6,15.39,49.72,32.3,8.62,40.17,31.72
0.8621,23.56,21.94,14.98,50.73,42.32,27.36,44.23,50.04,31.78,19.83,57.55,31.24,14.7,53.42,28.72
0.9015,22.11,20.53,15.71,55.88,40.93,28.85,51.16,58.91,32.61,27.45,69.4,29.72,18.12,73.2,25.44
0.9271,21.94,21.88,14.72,59.72,42.82,30.03,51.35,60.01,31.89,27.55,70.34,29.34,19.98,74.2,24.37
0.962,21.46,21.31,13.94,57.82,44.5,30.06,49.3,62.47,29.68,24.51,70.99,27.26,20.32,70.99,23.49
0.9928,21.44,20.84,13.21,56.63,42.42,29.83,47.06,60.35,29.0,21.53,68.07,27.26,19.7,65.79,24.26
