time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0302,22.89,12.78,3.07,10.86,15.43,8.23,6.67,13.18,6.07,5.71,12.67,6.4,4.85,8.51,7.97
0.0528,23.72,12.68,2.92,11.02,15.52,8.64,6.69,13.07,5.99,5.55,12.16,6.4,4.56,8.31,8.06
0.0963,23.66,12.69,2.93,10.73,15.14,8.28,6.43,12.99,5.9,5.51,12.27,6.26,4.53,8.08,8.03
0.1316,24.35,12.99,2.82,10.06,14.95,8.38,6.12,12.47,5.7,5.46,11.7,6.04,4.74,7.83,7.87
0.1659,24.41,12.21,3.87,10.43,15.39,8.16,6.35,12.72,5.72,5.53,11.92,6.04,4.69,7.55,8.05
0.1968,24.04,12.79,2.93,10.49,14.96,8.43,6.24,12.47,5.79,5.37,11.52,6.11,4.51,7.6,7.97
0.2304,24.44,12.55,3.43,10.08,15.35,8.89,5.94,12.14,5.45,5.19,11.11,5.86,4.46,7.43,7.76
0.2612,24.8,12.74,3.09,9.9,14.59,7.55,5.84,12.26,5.33,5.37,11.42,5.76,4.63,7.14,7.83
0.296,24.38,13.14,2.61,9.89,14.75,7.99,5.75,12.04,5.24,5.22,11.1,5.83,4.44,7.12,7.81
0.3284,23.95,12.65,2.61,10.31,15.34,8.04,6.21,12.68,5.34,5.54,12.09,5.97,4.27,7.21,8.06
0.3554,23.58,12.88,2.37,10.11,15.4,8.23,6.17,12.38,4.98,5.52,11.79,5.64,4.43,7.03,7.53
0.3957,23.92,12.93,2.05,9.86,15.57,8.39,6.04,12.05,4.88,5.31,11.44,5.56,4.31,6.62,7.52
0.4181,23.72,12.64,2.49,10.0,14.38,7.46,5.93,11.97,4.78,5.48,11.45,5.45,4.4,6.51,7.44
0.4641,23.31,12.77,2.49,10.19,14.99,7.22,6.32,12.05,4.62,5.57,11.75,5.48,4.27,6.85,7.65
0.4965,25.35,12.75,4.37,9.25,13.45,5.76,5.72,11.74,4.5,5.57,11.67,5.39,4.62,6.45,7.6
0.5342,23.55,14.15,2.92,9.06,13.55,6.04,5.74,11.34,4.06,5.84,11.27,5.3,5.12,5.85,7.02
0.5669,25.25,12.66,3.49,9.69,12.48,4.84,5.72,11.18,3.89,5.18,11.29,4.92,3.78,6.31,7.01
0.5995,24.71,13.31,2.53,9.09,12.17,3.95,5.57,11.15,3.44,5.46,11.33,4.66,4.35,6.48,6.97
0.6268,24.47,13.86,2.62,8.89,11.87,3.06,5.71,11.35,3.18,5.6,11.79,4.48,4.79,6.26,6.34
0.6641,24.51,14.01,3.08,8.26,9.09,1.54,5.37,10.71,2.42,5.76,11.53,4.07,5.03,6.53,5.99
0.6988,25.18,14.08,2.95,7.77,7.34,0.89,5.05,10.55,2.29,5.65,11.41,3.65,5.12,6.4,5.46
0.7305,25.63,14.9,2.79,7.06,6.25,0.66,4.4,10.39,2.14,5.01,11.34,3.26,4.79,6.38,4.88
0.7634,25.8,14.48,2.77,7.09,6.22,1.02,4.57,10.32,1.71,5.42,11.53,2.99,4.94,6.53,4.67
0.7963,25.82,14.35,2.93,6.79,5.74,1.03,4.31,10.15,1.61,5.04,11.36,2.91,4.44,6.72,4.6
0.8292,26.14,14.51,2.94,7.12,5.91,1.28,4.6,10.23,1.39,5.13,11.24,2.46,4.45,6.61,4.34
0.8599,25.97,14.31,2.42,6.85,6.01,1.21,4.41,10.65,1.65,4.85,11.93,2.32,4.37,6.91,4.12
0.8959,25.34,14.19,2.97,7.37,6.06,1.22,4.66,10.31,1.45,4.89,11.41,2.39,4.02,6.43,4.02
0.923,26.5,14.26,2.6,6.69,5.86,1.4,4.15,10.28,1.58,4.54,11.41,2.0,3.86,6.72,4.1
0.9556,26.97,14.32,3.25,6.6,6.03,1.54,4.06,10.52,1.48,4.84,11.6,1.8,4.03,6.43,3.54
0.9958,27.03,14.35,2.63,6.37,5.79,1.65,3.85,10.11,1.51,4.41,10.58,1.22,3.3,5.72,2.94
