time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0305,23.52,13.05,2.81,12.56,7.2,1.86,6.53,13.94,1.95,7.09,15.06,2.08,8.75,8.49,4.39
0.0708,23.36,12.81,3.54,12.92,7.11,2.06,6.73,13.65,2.01,6.91,14.77,1.92,8.49,8.31,4.23
0.1047,24.24,12.51,2.84,12.41,6.76,1.62,6.56,13.21,1.96,6.85,14.32,1.95,8.57,7.9,4.33
0.1407,23.25,12.26,3.32,12.09,7.33,1.5,6.52,13.54,1.58,6.66,14.35,2.34,8.11,7.88,4.17
0.1709,23.16,12.49,2.49,11.87,6.74,2.13,6.2,13.17,2.01,6.42,14.05,1.7,7.83,7.82,3.85
0.2051,23.63,12.07,3.59,11.66,7.01,2.13,5.88,13.22,1.97,5.86,14.04,1.5,6.8,7.99,3.89
0.2377,23.26,11.3,4.33,11.67,7.34,2.17,5.52,13.74,2.25,5.19,14.87,1.29,5.59,8.68,4.11
0.2617,22.21,11.5,3.69,11.31,7.64,1.69,5.82,13.82,1.45,5.92,14.49,1.48,5.91,8.45,4.24
0.3039,22.78,12.38,4.36,10.51,7.54,1.63,6.47,13.35,0.38,6.98,13.73,3.06,7.17,7.81,4.17
0.3367,20.52,11.85,3.22,9.31,5.55,1.81,5.31,9.84,0.42,5.1,9.68,2.69,4.74,5.4,3.86
0.3688,20.52,11.57,4.57,8.7,4.78,1.33,4.91,8.58,0.31,4.32,8.53,2.46,3.86,5.87,4.09
0.4053,19.93,11.53,4.11,8.85,4.96,1.81,5.24,9.1,0.92,4.86,9.15,2.74,5.22,5.99,3.9
0.4383,19.46,10.56,4.74,9.45,4.76,1.81,5.58,8.99,1.61,4.58,9.22,2.89,6.67,5.34,3.87
0.4713,19.05,10.08,4.28,9.88,5.14,1.89,6.12,9.02,1.24,4.83,9.16,2.68,5.06,6.17,4.4
0.495,17.56,9.03,5.21,10.69,5.29,1.87,6.3,8.58,1.35,5.04,8.6,2.74,6.38,5.79,4.25
0.5388,17.35,8.98,4.84,11.66,5.88,2.16,7.51,8.36,1.73,4.85,8.85,3.27,3.81,6.24,4.57
0.5758,23.26,2.19,3.66,12.77,9.07,3.14,8.17,8.86,4.04,1.22,8.46,4.97,14.06,3.51,3.62
0.594,17.58,6.09,8.86,17.02,8.91,4.23,11.09,11.33,4.08,5.83,10.52,4.98,7.22,12.69,6.75
0.6472,18.6,4.68,9.06,7.05,2.26,3.5,3.84,2.52,4.7,0.98,4.54,6.03,4.51,5.66,4.62
0.6738,11.36,2.87,4.65,12.32,11.48,1.88,13.78,8.84,2.06,12.29,6.96,3.82,12.24,5.39,6.95
0.7104,23.87,12.59,19.93,35.07,48.07,39.88,36.54,59.78,40.27,39.79,83.33,39.38,49.44,59.81,59.25
0.7347,19.65,9.19,7.22,29.23,9.82,2.09,23.2,14.61,2.91,23.13,18.19,3.26,31.52,15.79,2.76
0.7661,21.09,12.54,8.9,32.1,10.87,5.83,28.13,15.02,3.83,25.87,21.67,3.5,32.02,16.52,5.96
0.8053,26.33,8.71,8.3,24.6,11.02,5.61,22.08,15.69,3.8,24.18,19.92,3.03,33.11,15.62,3.55
0.8386,27.62,11.51,9.22,26.31,10.43,8.78,20.35,13.9,4.96,21.77,17.65,3.76,30.46,13.86,1.32
0.8775,29.78,9.62,8.61,31.66,8.87,3.15,25.74,16.76,5.06,31.25,18.96,2.73,42.65,14.81,1.54
0.8932,27.53,12.59,7.27,24.66,12.68,9.74,22.01,15.25,4.88,23.3,18.22,2.98,32.85,13.27,3.8
0.9406,29.79,9.01,10.97,27.96,10.8,4.12,22.86,18.34,3.78,33.76,21.7,4.34,45.8,17.41,2.43
0.9616,28.45,8.03,8.91,25.31,14.27,9.82,22.12,16.87,4.08,26.07,18.08,3.02,35.14,13.5,5.71
