time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0339,26.05,12.83,18.3,12.26,7.27,4.9,11.49,3.0,4.69,41.11,123.86,5.48,39.92,121.38,5.23
0.0797,27.21,12.46,18.9,12.02,6.84,4.67,11.78,3.23,4.63,41.0,124.13,5.78,38.89,122.27,5.67
0.1256,27.68,12.53,19.0,11.87,6.71,4.28,11.95,3.22,4.5,42.11,122.85,5.85,40.32,120.36,5.9
0.171,27.14,12.8,18.7,11.91,6.93,3.95,11.73,3.24,4.45,42.1,122.48,5.68,40.42,120.27,5.65
0.2082,27.5,12.45,18.63,11.93,6.92,4.24,11.49,2.92,4.49,42.13,122.38,5.66,40.49,119.76,5.81
0.245,27.72,12.38,19.27,12.11,6.63,4.52,11.93,2.97,4.64,41.59,123.13,5.89,36.69,123.36,6.09
0.2943,27.48,12.45,18.73,11.92,6.86,3.89,11.85,3.0,4.49,42.34,122.09,5.92,37.57,122.17,6.2
0.3333,27.95,12.24,20.18,11.92,6.7,4.06,11.84,3.13,4.41,42.72,122.08,5.86,38.38,121.69,6.14
0.38,27.63,12.15,19.65,11.75,6.78,4.13,11.58,3.29,4.34,43.1,121.85,5.67,39.63,121.03,5.9
0.4177,27.98,12.42,19.46,11.91,6.95,4.31,11.55,3.02,4.37,42.97,121.93,5.66,40.61,119.9,5.87
0.4543,28.89,12.11,20.16,11.84,6.83,4.25,11.82,3.08,4.4,45.42,119.69,5.94,42.21,118.45,6.21
0.4944,29.09,11.99,19.81,11.93,7.2,4.48,11.82,3.59,4.41,46.08,118.62,5.59,46.86,113.81,5.92
0.5335,28.51,11.85,19.41,11.98,6.67,4.75,11.87,3.26,4.58,45.16,119.38,5.71,44.16,116.17,5.89
0.5715,28.58,11.89,19.41,11.94,7.07,4.13,11.89,3.32,4.48,45.72,118.79,5.75,43.84,116.52,5.93
0.609,29.61,11.44,19.8,12.01,7.02,4.36,12.15,3.28,4.51,46.5,118.23,5.86,46.22,114.01,6.11
0.6476,28.45,11.72,19.52,12.05,7.18,4.57,11.82,3.46,4.62,44.75,119.82,5.48,44.88,115.75,5.52
0.6878,28.5,11.72,19.04,12.0,7.21,4.5,11.87,3.12,4.64,44.39,120.02,5.62,42.88,117.52,5.56
0.7252,27.89,11.76,18.85,11.86,7.47,4.52,11.86,3.16,4.68,45.16,119.1,5.52,44.52,115.81,5.54
0.7625,27.94,11.77,19.3,11.89,7.21,4.3,11.81,3.12,4.47,45.46,119.08,5.52,45.33,115.22,5.62
0.801,27.77,11.79,18.7,11.95,7.1,4.65,11.72,3.1,4.58,45.28,119.0,5.48,46.17,114.32,5.51
0.8395,27.91,11.98,18.75,12.06,7.27,4.69,11.73,3.04,4.54,44.55,119.85,5.48,44.99,115.61,5.46
0.8783,28.35,11.79,18.88,12.09,7.2,4.43,11.83,3.02,4.38,46.29,118.42,5.49,48.37,112.43,5.53
0.9197,28.0,11.77,18.97,11.94,7.1,4.63,11.87,3.08,4.54,45.63,119.13,5.58,45.12,115.58,5.63
0.9576,27.97,11.62,18.5,11.95,6.9,4.65,11.84,2.91,4.63,45.47,119.07,5.64,44.03,116.39,5.74
