time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0359,25.82,15.03,55.0,32.77,121.86,11.53,4.59,2.71,5.53,3.01,2.55,2.41,14.03,6.08,3.55
0.0745,24.76,14.48,54.06,32.48,122.7,11.71,4.86,2.83,5.69,3.84,2.52,2.8,15.25,6.55,4.36
0.1165,27.83,14.23,58.11,36.04,119.94,10.49,4.23,2.83,5.21,3.25,2.59,2.65,15.78,7.11,3.74
0.1558,25.62,13.65,56.51,36.19,119.16,10.97,5.01,2.85,5.5,3.6,1.95,2.43,16.39,8.21,4.53
0.1939,26.89,13.7,55.27,36.02,118.97,11.04,5.1,2.78,5.46,3.53,1.93,2.45,16.24,7.65,4.29
0.2314,26.91,13.77,57.03,37.42,118.18,11.23,5.59,2.85,5.72,3.52,1.99,2.55,16.05,7.91,4.17
0.2692,26.64,13.35,56.71,38.02,117.16,10.84,5.43,2.84,5.47,3.58,1.91,2.36,16.11,7.76,4.21
0.3089,27.31,13.3,57.23,37.95,117.57,10.94,5.45,2.96,5.57,3.6,1.98,2.48,16.37,7.89,4.36
0.3466,27.14,13.4,55.46,34.5,120.71,10.72,5.06,3.01,5.48,3.27,2.05,2.22,16.33,7.66,4.32
0.3851,26.4,13.35,55.2,37.5,118.15,10.87,5.35,3.0,5.41,3.29,1.76,2.26,16.62,8.05,4.53
0.4228,26.6,13.54,55.88,35.77,119.14,10.95,5.67,2.98,5.65,3.5,1.69,2.19,16.39,8.34,4.74
0.462,26.41,13.0,56.37,35.38,119.3,10.59,5.17,3.39,5.51,3.52,2.05,2.2,16.59,7.91,4.65
0.5008,26.03,13.18,55.14,36.79,118.07,10.7,5.37,3.08,5.52,3.61,1.79,2.29,16.21,7.89,4.61
0.541,25.46,13.15,55.35,35.44,120.19,10.59,5.33,2.9,5.46,3.79,1.77,2.57,16.38,7.7,4.76
0.5803,25.42,13.69,55.19,35.61,120.18,10.09,5.23,3.0,5.17,3.98,1.88,2.46,16.18,7.66,4.75
0.6198,24.95,12.52,54.7,35.16,120.37,10.49,5.61,3.0,5.39,3.9,1.77,2.28,15.97,7.75,4.79
0.6579,25.32,13.04,55.34,35.87,119.97,10.03,4.95,3.03,5.08,3.96,2.07,2.47,16.54,8.06,4.75
0.6968,25.59,12.43,52.6,33.19,122.02,10.43,5.6,2.92,5.48,3.71,1.71,2.4,15.78,7.63,4.6
0.7353,25.29,12.72,52.28,31.81,123.55,10.55,4.88,3.06,5.41,3.63,2.33,2.44,16.16,6.88,4.62
0.7758,24.28,12.91,52.02,30.73,123.9,10.89,4.9,3.01,5.65,3.16,1.85,2.3,16.31,7.12,4.61
0.8143,24.12,12.48,51.0,33.43,121.14,10.83,5.18,3.09,5.63,3.39,1.86,2.51,16.38,7.19,4.7
0.852,23.11,12.43,49.2,34.9,119.25,10.64,5.52,2.69,5.42,3.88,1.26,2.64,16.25,7.36,5.1
0.8898,21.59,10.34,48.47,35.4,117.63,10.37,5.13,2.52,5.16,4.24,1.28,2.65,15.4,7.44,5.09
0.9278,21.14,9.22,44.72,30.44,121.21,10.96,4.44,2.66,5.28,5.03,2.08,2.93,14.81,6.1,4.96
0.9677,21.14,8.9,37.34,34.25,115.84,11.38,4.95,2.36,5.01,3.93,2.16,1.83,13.81,5.29,5.06
