time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0359,26.01,24.49,33.88,15.15,6.57,5.33,64.06,96.32,10.8,74.64,91.29,13.35,66.35,101.51,14.32
0.0652,25.67,24.26,31.99,14.22,6.23,5.39,61.39,99.95,11.33,74.14,92.98,14.28,69.4,100.12,15.35
0.1018,26.53,24.21,32.64,15.12,6.11,5.25,61.72,99.36,11.34,72.82,93.61,13.89,67.71,100.86,14.7
0.1348,25.28,23.97,32.05,15.21,6.28,5.35,61.09,99.5,11.22,70.7,95.44,13.61,65.32,103.19,14.71
0.1664,25.5,23.9,33.47,14.72,6.51,5.39,61.88,99.8,11.56,71.59,95.7,14.07,66.68,103.0,15.35
0.1973,25.31,23.62,32.53,15.14,6.58,5.57,61.16,100.57,11.79,70.52,97.13,14.32,65.61,105.28,15.43
0.2362,25.58,24.1,32.89,14.57,6.06,5.68,61.54,100.21,12.17,71.5,96.27,15.33,67.38,103.37,16.61
0.2659,25.59,24.53,35.15,15.46,6.33,5.69,62.35,99.63,12.25,71.13,96.21,15.12,66.35,103.44,16.24
0.2937,23.44,22.66,31.29,14.47,5.87,5.95,62.57,99.67,12.19,74.87,93.86,15.58,72.9,99.24,16.99
0.3343,24.74,23.49,33.07,14.93,6.13,5.76,61.82,101.2,12.68,71.98,96.79,16.17,68.38,103.36,17.33
0.3651,24.77,23.77,34.32,14.76,6.51,5.56,61.29,100.69,11.98,70.65,97.15,14.89,65.55,105.45,15.8
0.4028,24.44,23.21,32.84,15.04,6.04,5.7,61.11,101.2,12.33,71.71,96.36,15.68,66.29,104.75,16.52
0.4372,23.04,23.31,33.82,14.74,6.32,5.57,60.98,101.12,12.28,71.56,96.59,15.4,64.85,106.35,16.18
0.4674,25.67,23.6,33.92,14.51,6.36,5.55,62.5,99.71,11.99,75.28,92.92,15.08,68.01,102.51,16.08
0.4987,24.0,22.43,32.73,14.17,6.17,5.42,61.46,100.5,11.7,73.74,93.96,14.6,66.98,103.23,15.77
0.5349,25.09,24.09,34.97,14.94,6.41,5.59,63.54,98.69,12.1,74.65,93.34,15.01,69.81,100.75,15.97
0.566,24.5,24.07,35.13,15.06,6.5,5.35,59.29,102.44,11.97,72.36,95.89,15.03,66.32,105.4,15.96
0.5941,24.33,23.84,34.9,15.1,6.48,5.53,64.4,97.44,11.82,75.45,92.26,14.8,68.66,101.62,15.78
0.6262,24.14,23.07,32.55,14.89,5.89,5.62,59.79,101.78,12.12,71.5,96.42,15.35,66.53,104.5,16.29
0.6675,25.79,24.53,34.67,14.95,6.6,5.8,63.8,98.08,12.03,74.54,93.31,15.16,70.05,100.72,16.49
0.6897,23.79,23.39,32.56,15.09,6.38,5.53,59.06,103.23,12.05,68.78,99.44,14.66,62.11,109.14,15.55
0.7314,25.75,24.55,36.55,15.13,6.55,5.55,65.39,96.7,11.9,74.8,92.92,15.06,69.26,101.18,16.25
0.769,25.08,23.6,31.5,14.05,6.0,5.68,61.01,101.66,12.11,74.66,93.91,15.56,69.2,102.08,16.42
0.8025,24.48,22.68,30.53,15.06,5.59,5.59,61.14,101.63,12.44,73.41,94.54,15.73,67.84,101.73,16.61
0.8338,24.66,23.75,34.73,14.95,6.3,5.75,66.11,96.57,12.38,77.02,91.5,15.64,71.96,99.26,16.91
0.8662,24.62,23.43,35.2,14.75,6.25,5.44,61.62,101.21,12.45,73.08,95.55,15.73,67.13,104.37,16.67
0.8971,24.93,23.96,33.98,14.78,6.41,5.31,62.26,100.03,12.0,73.19,94.81,14.88,67.37,102.88,15.94
0.9302,24.41,23.59,36.57,14.55,6.29,5.68,62.63,100.54,13.04,73.05,96.21,16.54,67.35,105.28,17.57
0.9654,24.32,23.3,33.86,14.92,6.22,5.57,64.38,98.1,12.28,74.81,93.21,15.24,70.57,99.84,16.34
