time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0331,26.01,17.01,2.51,13.19,6.97,1.1,5.91,12.94,1.43,6.79,13.82,3.12,7.29,7.52,3.92
0.0669,25.71,16.34,2.5,13.06,7.08,1.12,5.95,12.94,1.44,6.77,13.6,2.97,6.92,7.38,3.72
0.099,26.04,16.7,2.76,13.02,7.31,1.16,5.88,13.22,1.63,7.22,14.12,3.06,7.63,7.74,3.83
0.1323,26.66,16.91,2.61,13.1,7.17,1.1,6.01,12.97,1.49,7.06,13.99,3.45,7.43,7.59,4.01
0.166,25.69,17.16,2.62,13.04,7.38,1.1,6.26,13.23,1.68,7.48,14.14,3.59,7.61,7.85,4.1
0.1942,25.37,16.66,2.22,13.23,7.22,1.46,6.28,13.44,1.6,7.47,14.56,3.21,7.54,8.13,4.23
0.2264,25.5,17.1,2.34,12.77,6.91,1.16,6.05,12.95,1.36,7.37,14.29,3.42,7.71,7.81,4.43
0.2646,24.87,17.29,2.24,12.43,6.59,0.96,5.93,12.48,1.08,7.23,13.66,3.46,7.56,7.06,4.36
0.2872,24.78,16.66,1.9,12.01,6.34,1.09,5.98,11.98,0.95,7.64,13.27,3.8,7.98,6.94,4.33
0.3262,24.47,16.16,1.62,11.29,6.47,1.33,6.01,12.12,1.07,8.13,13.51,4.1,8.47,7.75,4.48
0.3666,22.91,15.93,1.48,10.57,6.06,1.2,5.6,11.37,0.86,7.65,12.44,4.17,7.56,7.29,4.59
0.3979,21.74,14.83,2.39,9.75,5.6,1.61,5.08,10.08,0.98,6.72,11.24,3.94,6.23,6.78,4.58
0.433,21.3,14.48,2.85,8.77,5.31,1.35,4.33,10.04,0.93,6.52,11.19,3.55,6.38,7.33,4.78
0.4668,22.23,13.2,3.12,8.63,6.19,1.98,5.02,11.17,1.32,6.96,12.58,4.02,6.48,8.13,6.08
0.5047,4.47,3.35,3.37,5.39,2.81,3.15,4.22,6.14,1.08,4.84,4.31,0.93,6.59,4.92,3.19
0.522,18.45,7.58,4.6,10.41,9.53,1.53,7.94,12.79,3.06,9.55,13.9,5.28,7.96,8.75,7.16
0.578,24.83,1.82,2.18,5.42,6.68,2.71,5.01,9.58,3.91,6.89,13.93,5.68,13.44,11.24,6.83
0.6018,24.34,8.1,7.87,10.32,2.11,2.41,8.94,7.95,2.03,7.09,48.46,30.22,4.98,38.11,25.32
0.6328,25.53,9.61,7.41,8.19,10.98,5.88,5.59,16.07,1.57,3.92,11.28,4.45,7.67,6.76,6.75
0.7051,38.06,7.56,5.02,25.79,18.29,12.45,24.92,18.97,11.42,31.12,48.97,44.36,32.86,30.43,24.43
0.7698,21.25,32.2,42.74,43.07,1.99,5.53,39.47,14.49,8.96,33.0,108.3,25.17,63.66,91.73,24.58
0.8011,14.62,22.62,45.22,51.43,5.1,11.83,33.58,10.99,8.94,7.01,23.73,23.5,14.35,30.29,51.9
0.8337,24.12,19.41,20.92,49.29,16.5,16.36,42.13,28.16,27.6,22.32,34.25,37.84,15.11,29.05,28.49
0.8647,24.95,24.74,21.2,62.12,25.66,27.37,55.96,49.95,41.25,32.78,59.96,39.76,18.98,57.18,35.95
0.8972,22.34,27.1,18.36,57.67,30.84,28.56,54.52,38.71,34.11,33.36,49.49,35.39,16.24,52.67,28.34
0.9329,21.61,28.12,19.91,64.01,39.4,35.86,54.36,48.83,37.2,32.18,59.43,36.05,20.77,63.49,28.38
0.9642,22.41,26.89,20.88,58.65,34.44,34.14,50.94,46.96,35.88,31.17,57.67,34.84,21.15,65.55,26.84
0.9923,23.39,27.69,21.19,55.4,36.29,34.69,47.09,46.61,34.79,27.41,57.55,33.24,18.51,63.72,26.31
