time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0338,14.28,7.04,9.77,28.15,90.75,26.63,10.81,11.15,2.07,1.6,6.33,2.77,8.47,3.17,7.08
0.0719,14.27,7.8,10.53,28.17,92.83,25.41,10.8,11.41,2.13,1.83,6.14,2.92,8.17,3.1,6.9
0.1084,14.25,7.4,9.96,29.3,92.26,25.36,11.01,11.04,1.77,2.01,6.22,3.18,8.37,3.72,7.21
0.1462,13.84,7.61,10.39,28.55,91.86,26.23,11.16,11.0,1.92,1.89,6.7,3.06,8.22,3.36,6.96
0.1838,13.99,7.6,9.41,29.28,90.19,26.26,11.51,11.17,1.98,1.93,6.61,2.96,8.42,3.16,7.08
0.2196,13.57,7.26,9.99,28.68,91.55,25.96,11.19,11.08,1.98,1.87,6.66,3.13,8.47,3.29,7.11
0.2558,13.44,6.84,10.03,28.51,92.99,25.07,11.34,10.93,1.89,1.92,6.38,3.15,8.27,3.25,7.17
0.2921,13.6,6.77,9.25,28.38,93.63,24.73,11.36,10.87,2.25,1.87,6.42,3.03,8.17,3.24,6.99
0.3284,13.1,7.62,9.33,30.5,89.09,25.92,11.89,11.31,1.86,2.21,6.67,3.06,8.13,3.28,7.05
0.3667,13.15,7.54,8.53,29.52,90.15,25.5,11.49,11.45,1.98,2.03,6.73,3.04,7.95,3.19,7.18
0.4027,13.53,7.42,8.37,28.66,93.2,24.91,11.45,10.93,2.0,2.18,6.24,3.16,7.48,3.39,7.23
0.438,13.6,7.5,8.87,28.67,92.85,25.33,11.32,11.05,1.86,1.86,6.59,3.17,7.77,3.46,7.24
0.4743,13.44,7.05,7.79,29.29,89.8,26.35,11.48,11.16,2.02,2.0,6.79,3.0,7.7,3.32,7.05
0.5107,13.69,7.82,8.41,28.85,90.48,26.07,11.55,11.2,2.04,2.28,6.57,3.08,7.37,3.0,7.05
0.5472,13.14,7.69,8.19,29.35,90.05,26.1,11.65,10.99,2.11,2.1,6.6,3.08,7.32,3.3,7.14
0.584,13.72,8.08,9.11,28.13,91.25,26.24,11.67,10.96,2.17,2.22,6.5,3.21,6.98,3.07,7.2
0.6245,13.8,7.42,9.25,28.23,92.74,25.28,11.69,11.07,2.26,2.08,6.49,3.33,7.15,3.41,7.27
0.6608,13.3,7.7,9.82,28.69,90.65,26.34,11.56,10.93,2.37,1.97,6.47,3.1,7.38,3.16,7.16
0.6972,13.62,8.04,10.95,28.76,90.41,26.79,11.85,11.22,2.12,2.05,6.61,3.1,7.18,3.36,7.12
0.733,13.87,7.79,9.95,28.28,90.63,26.41,11.76,11.3,1.94,2.19,6.79,3.36,7.25,3.46,7.3
0.7688,13.72,7.82,9.62,28.47,93.06,24.79,11.6,11.29,2.3,2.12,6.68,3.19,7.63,3.75,7.16
0.805,13.57,7.82,10.54,28.53,93.92,24.7,11.55,10.77,2.24,1.97,6.39,3.21,7.53,3.41,7.2
0.8429,13.24,7.72,9.89,29.16,91.46,25.67,11.62,11.04,2.31,1.87,6.63,3.04,7.44,3.37,6.95
0.8809,13.6,7.74,9.47,29.9,89.24,26.42,11.84,10.9,2.18,2.04,6.61,3.03,7.52,3.43,7.05
0.9183,12.91,7.71,9.53,30.13,90.68,25.72,11.82,10.78,2.15,1.87,6.41,3.09,7.52,3.41,7.17
0.9563,13.04,7.87,9.41,29.71,92.35,25.29,11.88,10.89,2.25,1.9,6.47,3.25,7.6,3.78,7.42
0.9916,12.26,7.73,10.58,29.42,93.0,25.2,11.95,10.81,2.19,2.06,6.5,3.35,7.4,3.71,7.28
