time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0391,14.4,8.36,13.46,80.61,158.62,30.23,60.3,151.88,13.53,53.59,128.21,16.21,72.32,122.42,16.44
0.0783,14.59,8.54,12.98,80.71,158.6,29.8,60.0,151.95,12.73,53.84,127.65,15.52,73.2,121.28,17.4
0.1169,14.63,8.31,12.86,80.5,161.28,27.73,59.77,152.23,12.06,53.38,127.74,15.09,72.81,121.36,17.79
0.1545,14.64,8.11,12.9,80.63,159.81,28.59,59.88,151.03,12.61,53.86,127.11,15.46,72.95,120.91,17.16
0.1914,14.88,8.5,12.83,81.2,158.91,29.73,60.94,151.88,12.92,54.29,127.55,15.99,72.71,121.32,16.76
0.2323,14.79,8.76,13.2,80.17,159.93,28.92,59.8,151.54,13.12,53.73,127.31,15.96,72.86,120.87,17.3
0.2701,14.82,8.29,13.19,80.12,163.6,25.46,59.16,152.12,11.1,53.14,127.51,14.37,72.8,120.67,19.12
0.3099,14.64,8.24,12.99,80.88,161.29,27.89,60.45,151.94,12.35,53.63,127.74,15.46,72.01,121.92,17.46
0.3489,14.52,8.18,13.12,80.43,159.21,30.17,59.88,152.35,13.4,52.77,128.3,16.44,71.68,122.1,15.75
0.3871,14.64,8.31,13.1,79.92,161.62,27.68,58.78,152.68,11.6,52.73,127.9,14.82,72.72,121.28,18.11
0.4244,14.53,8.24,12.71,79.15,166.6,23.51,57.89,152.43,10.49,53.08,127.43,14.25,73.23,120.43,19.38
0.4656,14.86,8.86,12.14,79.34,168.25,21.63,58.32,151.07,10.59,54.27,126.36,14.24,73.93,119.76,20.0
0.5029,14.79,8.74,12.11,79.73,168.12,22.06,58.79,151.14,10.87,54.12,126.52,14.53,73.75,120.04,19.44
0.5495,14.55,8.33,12.51,79.73,163.6,26.4,58.88,152.1,11.94,52.98,127.34,15.31,72.53,120.96,17.35
0.5865,14.7,8.6,12.2,80.08,166.86,23.57,59.08,151.54,11.13,53.78,126.79,14.74,73.12,120.3,18.57
0.6253,15.14,8.43,12.93,79.8,164.89,24.55,59.08,151.27,11.31,53.87,126.64,14.72,73.29,120.09,19.66
0.6659,14.55,8.24,12.81,79.79,165.02,24.61,58.77,150.92,11.25,53.49,126.41,14.63,73.12,119.85,18.52
0.7035,14.48,8.24,12.3,79.89,163.48,26.51,59.49,151.51,12.08,53.01,127.19,15.28,71.98,121.29,17.2
0.7419,14.62,8.17,12.82,79.56,163.9,25.75,58.32,152.39,11.5,52.58,127.9,14.82,72.56,121.43,17.5
0.7812,14.48,8.57,12.17,79.84,169.3,20.48,58.73,150.87,10.63,53.67,126.32,14.35,73.39,119.85,20.24
0.8193,14.94,8.27,12.76,80.21,166.34,22.73,59.47,151.4,10.74,53.65,126.72,14.36,73.31,120.17,20.04
0.8579,14.63,8.12,13.11,80.21,160.85,27.43,59.27,151.59,12.34,52.88,127.41,15.43,72.72,120.77,17.72
0.9,14.58,7.95,13.09,79.85,161.61,27.36,59.08,151.82,11.98,52.6,127.82,14.99,72.14,121.59,17.42
0.9384,14.71,8.25,12.94,79.99,160.18,29.0,59.28,151.82,12.63,53.21,127.54,15.6,72.8,120.91,17.16
0.9765,14.68,8.19,12.95,80.49,160.34,27.4,59.67,151.25,11.95,53.31,126.77,14.91,73.22,120.12,18.92
