time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0253,45.81,8.76,10.2,9.41,6.32,2.7,4.4,10.74,1.95,2.33,9.96,1.99,3.86,5.66,1.08
0.0488,33.93,9.63,9.99,7.88,5.69,2.25,3.25,9.18,1.6,2.18,9.18,1.56,2.8,5.07,3.24
0.0915,34.88,9.29,10.94,8.13,5.55,2.24,3.38,9.18,1.63,2.25,9.36,1.64,2.6,4.96,3.21
0.1252,34.51,8.78,10.74,8.35,5.84,2.01,3.36,9.55,1.58,2.04,9.73,1.38,2.39,5.18,3.18
0.1612,46.05,8.57,12.32,9.59,5.89,2.1,4.18,10.04,1.53,2.66,9.4,1.27,3.94,5.4,0.9
0.178,34.77,8.91,10.12,8.51,5.43,1.79,3.15,9.13,1.6,1.76,9.84,1.4,1.89,5.07,3.22
0.2297,44.19,8.62,10.34,9.13,6.33,2.4,4.08,10.38,1.58,3.24,9.88,1.32,4.73,5.72,0.78
0.2382,33.54,8.4,9.36,8.4,5.73,1.91,2.85,9.25,1.74,1.91,9.85,1.03,1.16,5.13,2.63
0.2866,45.53,9.31,11.35,9.37,5.76,1.61,4.08,9.49,1.22,2.47,8.47,1.14,3.7,4.85,0.94
0.3192,32.97,10.07,8.79,8.52,5.62,2.02,3.18,9.3,1.56,2.09,9.64,1.73,1.55,5.05,3.25
0.3624,42.59,8.86,9.25,8.58,6.68,2.35,3.78,11.02,1.75,3.35,10.21,2.19,6.11,5.98,1.3
0.3886,33.76,9.58,9.37,8.5,5.39,1.65,2.95,9.07,1.55,2.05,9.44,1.32,1.03,4.63,2.78
0.4283,43.47,8.71,9.42,8.34,5.69,2.1,3.49,9.52,1.55,3.14,8.93,1.2,5.68,4.93,0.35
0.4372,34.02,9.8,7.93,8.62,5.31,1.73,3.25,9.08,1.7,1.96,9.38,1.19,1.07,4.58,2.54
0.4857,44.74,9.78,10.55,9.46,5.79,2.07,4.23,9.51,1.35,2.8,8.67,1.26,4.78,4.65,0.83
0.5191,32.8,10.18,8.26,8.51,5.33,1.76,3.34,9.06,1.44,2.34,9.25,1.58,1.26,4.56,2.83
0.557,43.63,8.73,8.91,8.74,5.82,2.02,3.69,9.64,1.61,3.45,9.21,0.94,5.18,4.97,0.25
0.5758,33.5,10.13,6.35,8.38,5.2,1.75,2.91,8.96,1.88,2.03,9.21,0.96,0.95,4.46,2.74
0.6288,44.45,8.84,11.54,7.99,5.35,1.87,3.0,9.14,1.29,3.25,8.28,1.23,5.77,4.23,0.4
0.6444,32.47,9.24,5.54,8.62,5.19,1.74,2.81,8.94,1.94,1.95,9.44,0.69,0.72,4.56,2.39
0.6918,42.22,7.65,8.16,8.94,5.67,1.97,3.54,9.9,1.78,3.14,9.39,1.32,5.45,5.19,0.27
0.7108,32.05,10.46,7.25,8.48,5.25,1.7,3.04,8.85,1.6,2.52,9.07,1.53,1.88,4.29,2.63
0.7574,44.39,8.98,8.04,8.07,5.12,2.06,3.02,8.6,1.36,3.59,7.05,1.59,6.35,3.46,0.95
0.7755,32.39,9.34,6.05,8.51,5.09,1.61,2.53,8.96,1.9,2.06,9.69,0.46,0.71,4.73,2.21
0.8272,43.72,8.24,8.07,7.57,5.31,2.09,2.61,9.26,1.21,3.51,8.56,1.43,6.4,4.18,1.0
0.8357,32.86,9.85,6.7,8.37,5.34,1.58,2.62,9.19,1.88,2.3,9.8,0.53,1.08,4.83,2.11
0.8837,43.55,8.37,8.53,8.77,5.93,2.05,3.05,9.96,1.3,4.09,8.82,1.86,5.96,4.65,1.16
0.9194,33.96,9.47,7.13,8.1,4.97,1.65,2.6,8.75,1.76,2.66,9.09,0.85,1.74,4.33,2.22
0.962,44.15,9.99,10.07,8.53,5.48,1.93,3.2,9.5,1.18,3.69,8.43,1.19,5.97,4.12,0.75
0.9783,34.29,10.35,6.14,8.55,5.11,1.6,2.73,9.0,1.76,2.2,9.4,0.69,1.19,4.57,2.39
