time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0346,10.95,9.4,3.36,107.06,100.11,62.6,101.02,135.71,59.62,91.54,135.32,46.16,82.59,143.14,33.27
0.0703,13.84,12.1,2.28,105.75,95.3,67.27,97.64,140.85,65.65,89.48,136.65,47.61,86.09,138.54,35.47
0.1077,11.06,10.22,4.1,104.89,103.97,62.66,98.33,139.48,58.58,90.69,136.65,46.11,83.76,144.55,31.77
0.145,14.0,12.03,2.16,105.29,95.42,67.16,97.92,141.52,65.08,89.98,135.72,47.85,86.29,138.09,35.76
0.1809,11.49,9.76,3.47,105.43,102.31,62.95,98.79,141.0,57.09,90.47,136.5,45.13,83.42,143.85,31.43
0.2158,13.69,11.85,2.67,104.6,97.41,66.63,96.93,140.79,65.82,89.56,136.59,47.65,86.3,138.45,35.56
0.2539,11.67,10.36,3.42,105.65,103.0,64.26,98.75,138.0,59.99,90.75,136.01,46.27,84.26,143.56,32.02
0.2891,13.95,12.13,2.27,105.01,98.69,64.83,97.6,144.24,62.56,89.76,136.87,46.79,85.88,139.39,34.21
0.3251,11.79,10.28,2.94,106.64,100.22,65.62,99.43,138.83,58.96,90.46,136.49,46.35,84.2,143.69,32.59
0.364,13.77,12.34,2.63,104.5,96.77,66.87,96.01,143.66,63.31,88.22,137.74,46.93,85.06,139.99,34.25
0.3984,11.03,9.84,3.12,106.76,99.2,66.77,99.65,138.88,58.76,90.7,137.13,45.8,84.31,144.17,32.22
0.4466,13.07,11.49,2.55,105.31,93.11,71.07,97.52,134.68,68.63,89.21,135.71,48.84,86.02,139.28,36.07
0.4832,11.71,10.61,3.16,105.9,93.7,72.56,98.73,133.33,64.23,91.32,134.44,49.45,86.15,141.65,35.77
0.5196,14.14,12.31,2.19,102.69,96.29,70.17,95.93,138.64,65.54,88.86,135.52,48.05,85.94,139.14,34.82
0.5595,11.49,10.26,3.15,105.05,96.57,69.33,98.98,133.72,63.38,91.6,134.66,49.02,86.23,141.14,35.55
0.5988,14.43,12.5,2.03,104.09,97.41,68.34,96.48,144.29,63.21,89.25,136.82,47.22,85.79,139.35,34.55
0.6373,11.81,10.26,2.77,106.75,100.32,64.72,100.14,135.17,60.27,91.45,135.23,46.71,83.44,143.98,32.3
0.6754,13.43,12.13,2.44,105.34,100.56,64.33,97.45,146.44,60.77,91.02,137.34,45.06,87.91,139.34,32.68
0.7134,11.33,9.9,3.36,105.66,100.54,64.13,99.32,135.39,59.62,89.8,135.59,45.88,81.65,143.8,32.12
0.7516,13.99,12.58,2.25,105.97,99.59,64.73,97.6,148.32,60.37,90.68,137.56,44.98,87.37,138.95,32.92
0.7904,11.44,10.03,2.85,104.96,97.49,66.02,99.79,132.0,61.5,89.79,134.23,47.41,81.57,144.24,33.52
0.8281,15.41,13.34,1.51,106.46,100.44,64.2,98.13,145.14,59.86,90.95,135.22,43.13,88.03,136.95,29.16
0.8659,10.63,9.0,3.75,105.8,98.76,64.54,99.93,132.45,62.52,90.95,134.79,47.91,82.91,142.6,34.42
0.9036,13.77,11.92,2.26,105.4,98.88,65.41,97.31,146.0,61.78,90.18,137.84,45.84,86.63,139.68,33.35
0.9443,11.86,10.16,2.89,105.63,99.19,65.2,99.83,134.92,60.1,90.99,134.74,46.91,82.77,143.95,32.71
0.9841,14.85,13.03,1.54,107.03,100.42,64.78,99.13,144.48,60.85,91.05,136.03,43.8,87.38,138.77,30.08
